Cust_num,Region,Age,Order_Quantity,Customer_Type,Improvement_Area,Overall_Satisfaction
10309,SOUTH,20,33,Prime,Product Quality,1
10310,EAST,27,57,Prime,Packing & Shipping,1
10311,WEST,55,34,Prime,Packing & Shipping,0
10312,SOUTH,42,19,Non_Prime,Website UI,0
10313,WEST,33,6,Non_Prime,Product Quality,0
10314,NORTH,40,70,Prime,Packing & Shipping,1
10315,NORTH,24,45,Prime,Packing & Shipping,1
10316,SOUTH,36,29,Non_Prime,Product Quality,0
10317,NORTH,64,17,Non_Prime,Product Quality,0
10318,SOUTH,69,10,Prime,Product Quality,0
10319,SOUTH,33,26,Non_Prime,Product Quality,0
10320,SOUTH,45,82,Prime,Website UI,1
10321,SOUTH,34,67,Prime,Product Quality,1
10322,SOUTH,41,98,Prime,Website UI,1
10323,NORTH,68,33,Prime,Website UI,0
10324,NORTH,49,30,Non_Prime,Packing & Shipping,0
10325,SOUTH,52,14,Prime,Product Quality,0
10326,NORTH,38,58,Prime,Packing & Shipping,1
10327,WEST,29,75,Prime,Product Quality,1
10328,NORTH,44,29,Prime,Packing & Shipping,0
10329,EAST,24,70,Non_Prime,Product Quality,1
10330,NORTH,65,19,Non_Prime,Product Quality,0
10331,NORTH,24,54,Non_Prime,Product Quality,1
10332,WEST,22,60,Prime,Product Quality,1
10333,NORTH,31,51,Non_Prime,Packing & Shipping,1
10334,SOUTH,41,75,Non_Prime,Website UI,1
10335,WEST,62,20,Non_Prime,Website UI,0
10336,WEST,34,16,Prime,Product Quality,0
10337,WEST,50,27,Non_Prime,Packing & Shipping,0
10338,NORTH,49,7,Non_Prime,Product Quality,0
10339,EAST,60,11,Prime,Product Quality,0
10340,EAST,28,60,Prime,Website UI,1
10341,SOUTH,30,17,Prime,Website UI,0
10342,SOUTH,37,16,Non_Prime,Product Quality,0
10343,WEST,54,39,Non_Prime,Website UI,0
10344,WEST,45,40,Non_Prime,Product Quality,0
10345,NORTH,53,19,Non_Prime,Product Quality,0
10346,NORTH,52,37,Prime,Website UI,0
10347,WEST,40,71,Prime,Packing & Shipping,1
10348,WEST,60,40,Prime,Packing & Shipping,0
10349,NORTH,54,34,Prime,Product Quality,0
10350,SOUTH,19,84,Prime,Product Quality,1
10351,SOUTH,39,100,Prime,Product Quality,1
10352,WEST,44,59,Prime,Packing & Shipping,1
10353,EAST,61,31,Non_Prime,Packing & Shipping,0
10354,SOUTH,43,33,Non_Prime,Website UI,0
10355,WEST,58,37,Non_Prime,Product Quality,0
10356,SOUTH,22,96,Prime,Website UI,1
10357,SOUTH,33,95,Prime,Packing & Shipping,1
10358,WEST,37,12,Non_Prime,Website UI,0
10359,SOUTH,30,92,Prime,Packing & Shipping,1
10360,NORTH,50,31,Prime,Website UI,0
10361,WEST,66,11,Non_Prime,Website UI,0
10362,WEST,41,20,Prime,Packing & Shipping,0
10363,SOUTH,33,88,Prime,Product Quality,1
10364,EAST,53,29,Non_Prime,Website UI,0
10365,SOUTH,18,33,Prime,Website UI,1
10366,WEST,37,77,Prime,Product Quality,1
10367,SOUTH,43,66,Prime,Packing & Shipping,1
10368,WEST,65,10,Prime,Product Quality,0
10369,SOUTH,28,84,Non_Prime,Website UI,1
10370,SOUTH,49,38,Prime,Website UI,0
10371,WEST,38,25,Prime,Product Quality,0
10372,EAST,29,86,Prime,Product Quality,1
10373,SOUTH,41,62,Prime,Website UI,1
10374,NORTH,40,36,Prime,Packing & Shipping,0
10375,WEST,22,45,Prime,Website UI,1
10376,NORTH,32,91,Prime,Website UI,1
10377,NORTH,51,25,Non_Prime,Product Quality,0
10378,WEST,45,11,Prime,Product Quality,0
10379,EAST,70,5,Non_Prime,Packing & Shipping,0
10380,NORTH,45,92,Prime,Packing & Shipping,1
10381,EAST,28,61,Prime,Packing & Shipping,1
10382,WEST,36,25,Prime,Website UI,0
10383,NORTH,30,33,Prime,Website UI,0
10384,SOUTH,32,96,Non_Prime,Website UI,1
10385,NORTH,35,73,Prime,Packing & Shipping,1
10386,SOUTH,52,40,Non_Prime,Product Quality,0
10387,SOUTH,64,20,Non_Prime,Website UI,0
10388,WEST,41,71,Prime,Product Quality,1
10389,EAST,40,54,Prime,Product Quality,1
10390,NORTH,43,16,Prime,Website UI,0
10391,WEST,69,28,Prime,Product Quality,0
10392,NORTH,34,82,Non_Prime,Packing & Shipping,1
10393,NORTH,37,39,Non_Prime,Product Quality,0
10394,WEST,33,97,Prime,Packing & Shipping,1
10395,SOUTH,46,13,Non_Prime,Website UI,0
10396,SOUTH,32,64,Prime,Website UI,1
10397,SOUTH,43,62,Non_Prime,Packing & Shipping,1
10398,SOUTH,32,31,Non_Prime,Packing & Shipping,1
10399,WEST,26,74,Prime,Product Quality,1
10400,WEST,62,36,Prime,Packing & Shipping,0
10401,NORTH,22,99,Prime,Packing & Shipping,1
10402,WEST,63,29,Non_Prime,Website UI,0
10403,WEST,43,47,Prime,Product Quality,1
10404,SOUTH,27,31,Prime,Product Quality,1
10405,SOUTH,36,33,Prime,Product Quality,0
10406,NORTH,38,18,Non_Prime,Packing & Shipping,0
10407,EAST,63,10,Non_Prime,Packing & Shipping,0
10408,EAST,25,68,Prime,Packing & Shipping,1
10409,WEST,38,57,Prime,Product Quality,1
10410,EAST,61,25,Prime,Product Quality,0
10411,NORTH,41,47,Non_Prime,Website UI,1
10412,SOUTH,34,23,Prime,Product Quality,0
10413,WEST,39,18,Non_Prime,Product Quality,0
10414,NORTH,31,12,Non_Prime,Product Quality,0
10415,SOUTH,43,87,Prime,Packing & Shipping,1
10416,SOUTH,52,24,Non_Prime,Product Quality,0
10417,NORTH,52,9,Non_Prime,Website UI,0
10418,SOUTH,41,38,Non_Prime,Packing & Shipping,0
10419,NORTH,36,57,Non_Prime,Product Quality,1
10420,WEST,37,59,Prime,Website UI,1
10421,SOUTH,49,8,Non_Prime,Packing & Shipping,0
10422,SOUTH,58,28,Prime,Packing & Shipping,0
10423,SOUTH,42,65,Prime,Packing & Shipping,1
10424,EAST,61,19,Non_Prime,Packing & Shipping,0
10425,WEST,66,29,Non_Prime,Product Quality,0
10426,NORTH,40,12,Prime,Website UI,0
10427,WEST,34,62,Prime,Product Quality,1
10428,NORTH,31,60,Prime,Website UI,1
10429,WEST,31,12,Non_Prime,Website UI,0
10430,WEST,30,57,Prime,Packing & Shipping,1
10431,SOUTH,40,75,Prime,Product Quality,1
10432,NORTH,25,60,Prime,Website UI,1
10433,SOUTH,21,57,Non_Prime,Packing & Shipping,1
10434,EAST,25,72,Non_Prime,Packing & Shipping,1
10435,SOUTH,44,30,Prime,Website UI,1
10436,SOUTH,57,26,Prime,Product Quality,0
10437,NORTH,22,39,Prime,Website UI,1
10438,NORTH,37,37,Prime,Product Quality,1
10439,SOUTH,60,27,Non_Prime,Website UI,0
10440,WEST,70,29,Non_Prime,Packing & Shipping,0
10441,SOUTH,69,27,Non_Prime,Product Quality,0
10442,SOUTH,18,100,Prime,Packing & Shipping,1
10443,NORTH,31,31,Prime,Product Quality,1
10444,NORTH,36,23,Non_Prime,Packing & Shipping,0
10445,EAST,47,13,Prime,Packing & Shipping,0
10446,WEST,40,58,Prime,Product Quality,1
10447,SOUTH,32,32,Prime,Product Quality,1
10448,EAST,34,21,Prime,Product Quality,0
10449,SOUTH,54,38,Non_Prime,Packing & Shipping,0
10450,NORTH,62,40,Non_Prime,Website UI,0
10451,NORTH,37,93,Prime,Product Quality,1
10452,WEST,23,61,Prime,Product Quality,1
10453,EAST,38,95,Prime,Website UI,1
10454,NORTH,54,40,Non_Prime,Website UI,0
10455,NORTH,35,95,Prime,Product Quality,1
10456,NORTH,32,73,Non_Prime,Website UI,1
10457,SOUTH,42,74,Prime,Product Quality,1
10458,WEST,45,43,Prime,Product Quality,1
10459,NORTH,53,19,Non_Prime,Website UI,0
10460,SOUTH,33,50,Prime,Website UI,1
10461,SOUTH,66,13,Prime,Packing & Shipping,0
10462,WEST,28,100,Non_Prime,Website UI,1
10463,NORTH,20,78,Prime,Product Quality,1
10464,SOUTH,22,39,Prime,Website UI,1
10465,WEST,45,22,Non_Prime,Packing & Shipping,0
10466,WEST,61,30,Non_Prime,Product Quality,0
10467,WEST,66,22,Non_Prime,Website UI,0
10468,SOUTH,39,36,Prime,Website UI,0
10469,WEST,26,32,Non_Prime,Product Quality,1
10470,NORTH,41,37,Non_Prime,Packing & Shipping,0
10471,WEST,61,38,Non_Prime,Packing & Shipping,0
10472,EAST,31,49,Non_Prime,Product Quality,1
10473,EAST,47,12,Non_Prime,Website UI,0
10474,SOUTH,27,51,Prime,Product Quality,1
10475,NORTH,19,72,Prime,Product Quality,1
10476,WEST,44,75,Prime,Packing & Shipping,1
10477,SOUTH,25,40,Prime,Packing & Shipping,1
10478,NORTH,69,8,Non_Prime,Website UI,0
10479,WEST,42,85,Prime,Website UI,1
10480,NORTH,38,97,Prime,Product Quality,1
10481,NORTH,46,20,Non_Prime,Website UI,0
10482,WEST,43,19,Non_Prime,Website UI,0
10483,SOUTH,40,97,Non_Prime,Packing & Shipping,1
10484,NORTH,40,35,Non_Prime,Product Quality,0
10485,WEST,34,94,Non_Prime,Packing & Shipping,1
10486,WEST,28,30,Prime,Website UI,1
10487,NORTH,38,26,Non_Prime,Product Quality,0
10488,WEST,43,24,Prime,Website UI,0
10489,NORTH,41,100,Prime,Packing & Shipping,1
10490,NORTH,49,12,Non_Prime,Product Quality,0
10491,EAST,38,69,Prime,Packing & Shipping,1
10492,NORTH,45,43,Prime,Product Quality,1
10493,EAST,37,28,Prime,Product Quality,0
10494,SOUTH,43,95,Prime,Packing & Shipping,1
10495,EAST,27,44,Prime,Product Quality,1
10496,SOUTH,35,6,Prime,Packing & Shipping,0
10497,WEST,33,92,Prime,Packing & Shipping,1
10498,NORTH,63,15,Non_Prime,Website UI,0
10499,NORTH,22,61,Prime,Product Quality,1
10500,EAST,35,19,Non_Prime,Packing & Shipping,0
10501,SOUTH,59,29,Non_Prime,Product Quality,0
10502,SOUTH,56,25,Non_Prime,Packing & Shipping,0
10503,NORTH,53,33,Non_Prime,Packing & Shipping,0
10504,SOUTH,31,27,Non_Prime,Packing & Shipping,0
10505,WEST,63,40,Non_Prime,Product Quality,0
10506,EAST,19,37,Prime,Product Quality,1
10507,NORTH,31,60,Prime,Website UI,1
10508,WEST,31,52,Prime,Website UI,1
10509,WEST,66,40,Non_Prime,Packing & Shipping,0
10510,WEST,57,10,Non_Prime,Website UI,0
10511,EAST,19,55,Prime,Product Quality,1
10512,SOUTH,34,87,Prime,Website UI,1
10513,SOUTH,18,44,Prime,Packing & Shipping,1
10514,SOUTH,44,61,Prime,Product Quality,1
10515,WEST,43,35,Prime,Website UI,0
10516,WEST,45,87,Non_Prime,Website UI,1
10517,NORTH,25,54,Prime,Packing & Shipping,1
10518,WEST,38,23,Prime,Packing & Shipping,0
10519,EAST,25,47,Prime,Packing & Shipping,1
10520,NORTH,53,6,Prime,Product Quality,0
10521,NORTH,43,85,Prime,Packing & Shipping,1
10522,SOUTH,18,65,Prime,Product Quality,1
10523,WEST,28,85,Prime,Website UI,1
10524,EAST,35,62,Non_Prime,Product Quality,1
10525,EAST,56,32,Non_Prime,Product Quality,0
10526,WEST,39,91,Prime,Product Quality,1
10527,SOUTH,38,99,Prime,Product Quality,1
10528,NORTH,35,47,Prime,Packing & Shipping,1
10529,NORTH,62,5,Non_Prime,Product Quality,0
10530,SOUTH,40,29,Prime,Product Quality,0
10531,WEST,29,66,Non_Prime,Website UI,1
10532,SOUTH,54,34,Prime,Packing & Shipping,0
10533,WEST,37,23,Non_Prime,Packing & Shipping,0
10534,EAST,26,54,Prime,Website UI,1
10535,WEST,36,9,Non_Prime,Packing & Shipping,0
10536,SOUTH,22,58,Prime,Packing & Shipping,1
10537,EAST,57,7,Prime,Website UI,0
10538,NORTH,18,90,Prime,Website UI,1
10539,WEST,44,22,Prime,Packing & Shipping,0
10540,WEST,65,34,Non_Prime,Product Quality,0
10541,NORTH,52,12,Prime,Website UI,0
10542,NORTH,44,57,Non_Prime,Packing & Shipping,1
10543,NORTH,21,51,Prime,Website UI,1
10544,NORTH,45,48,Non_Prime,Packing & Shipping,1
10545,NORTH,33,99,Prime,Packing & Shipping,1
10546,EAST,66,13,Non_Prime,Packing & Shipping,0
10547,WEST,40,8,Prime,Website UI,0
10548,SOUTH,22,71,Prime,Website UI,1
10549,SOUTH,59,15,Non_Prime,Product Quality,0
10550,WEST,25,45,Prime,Product Quality,1
10551,SOUTH,33,15,Non_Prime,Packing & Shipping,0
10552,SOUTH,29,36,Prime,Product Quality,1
10553,SOUTH,24,42,Prime,Website UI,1
10554,SOUTH,26,85,Prime,Product Quality,1
10555,EAST,39,38,Non_Prime,Website UI,0
10556,WEST,47,8,Non_Prime,Packing & Shipping,0
10557,SOUTH,49,37,Non_Prime,Website UI,0
10558,SOUTH,36,44,Prime,Product Quality,1
10559,NORTH,35,9,Prime,Packing & Shipping,0
10560,SOUTH,29,36,Non_Prime,Packing & Shipping,1
10561,WEST,63,30,Prime,Website UI,0
10562,SOUTH,21,70,Prime,Website UI,1
10563,SOUTH,29,52,Non_Prime,Product Quality,1
10564,WEST,67,19,Prime,Product Quality,0
10565,NORTH,41,37,Prime,Website UI,1
10566,NORTH,32,12,Non_Prime,Website UI,0
10567,WEST,63,33,Non_Prime,Packing & Shipping,0
10568,WEST,58,16,Non_Prime,Packing & Shipping,0
10569,SOUTH,37,96,Prime,Product Quality,1
10570,WEST,32,54,Non_Prime,Product Quality,1
10571,SOUTH,66,6,Non_Prime,Product Quality,0
10572,SOUTH,68,24,Prime,Packing & Shipping,0
10573,NORTH,30,16,Non_Prime,Website UI,0
10574,EAST,36,11,Prime,Product Quality,0
10575,WEST,23,33,Prime,Website UI,1
10576,NORTH,23,78,Non_Prime,Product Quality,1
10577,WEST,70,13,Non_Prime,Packing & Shipping,0
10578,WEST,34,13,Non_Prime,Website UI,0
10579,SOUTH,59,10,Prime,Packing & Shipping,0
10580,NORTH,43,26,Non_Prime,Product Quality,0
10581,NORTH,43,20,Prime,Website UI,0
10582,EAST,19,92,Prime,Product Quality,1
10583,WEST,43,46,Prime,Product Quality,1
10584,SOUTH,46,33,Non_Prime,Packing & Shipping,0
10585,NORTH,68,27,Non_Prime,Website UI,0
10586,WEST,65,15,Non_Prime,Packing & Shipping,0
10587,WEST,33,57,Prime,Product Quality,1
10588,NORTH,35,85,Prime,Website UI,1
10589,SOUTH,44,18,Prime,Product Quality,0
10590,NORTH,40,78,Prime,Product Quality,1
10591,SOUTH,37,23,Non_Prime,Packing & Shipping,0
10592,WEST,19,92,Prime,Product Quality,1
10593,NORTH,38,99,Prime,Packing & Shipping,1
10594,SOUTH,25,68,Non_Prime,Packing & Shipping,1
10595,NORTH,21,34,Prime,Website UI,1
10596,WEST,50,36,Non_Prime,Website UI,0
10597,SOUTH,39,26,Prime,Product Quality,0
10598,WEST,22,98,Prime,Product Quality,1
10599,EAST,21,74,Prime,Product Quality,1
10600,NORTH,37,5,Non_Prime,Packing & Shipping,0
10601,WEST,26,90,Prime,Product Quality,1
10602,SOUTH,27,36,Non_Prime,Website UI,1
10603,SOUTH,31,27,Non_Prime,Packing & Shipping,0
10604,SOUTH,44,40,Prime,Packing & Shipping,0
10605,SOUTH,59,26,Non_Prime,Product Quality,0
10606,WEST,30,43,Prime,Product Quality,1
10607,NORTH,63,30,Prime,Website UI,0
10608,SOUTH,19,85,Prime,Website UI,1
10609,WEST,58,7,Non_Prime,Product Quality,0
10610,SOUTH,63,15,Prime,Product Quality,0
10611,SOUTH,30,27,Prime,Product Quality,0
10612,WEST,36,91,Non_Prime,Website UI,1
10613,SOUTH,32,45,Prime,Website UI,1
10614,WEST,22,82,Prime,Product Quality,1
10615,NORTH,42,41,Prime,Website UI,1
10616,SOUTH,36,22,Non_Prime,Packing & Shipping,0
10617,EAST,37,13,Non_Prime,Product Quality,0
10618,SOUTH,38,35,Prime,Website UI,1
10619,SOUTH,41,42,Prime,Website UI,1
10620,SOUTH,36,36,Prime,Product Quality,0
10621,EAST,55,26,Non_Prime,Packing & Shipping,0
10622,WEST,30,18,Non_Prime,Website UI,0
10623,SOUTH,18,51,Non_Prime,Packing & Shipping,1
10624,SOUTH,68,27,Prime,Packing & Shipping,0
10625,NORTH,20,88,Prime,Packing & Shipping,1
10626,SOUTH,26,65,Prime,Website UI,1
10627,WEST,48,20,Prime,Website UI,0
10628,WEST,33,30,Non_Prime,Packing & Shipping,0
10629,EAST,39,37,Prime,Product Quality,0
10630,SOUTH,49,38,Prime,Website UI,0
10631,SOUTH,46,35,Non_Prime,Website UI,0
10632,WEST,63,31,Prime,Product Quality,0
10633,WEST,38,14,Non_Prime,Packing & Shipping,0
10634,EAST,35,53,Prime,Website UI,1
10635,SOUTH,45,32,Non_Prime,Product Quality,0
10636,WEST,32,9,Prime,Packing & Shipping,0
10637,WEST,64,34,Prime,Packing & Shipping,0
10638,EAST,45,81,Prime,Packing & Shipping,1
10639,SOUTH,32,74,Non_Prime,Website UI,1
10640,NORTH,33,16,Non_Prime,Product Quality,0
10641,EAST,41,34,Prime,Website UI,0
10642,SOUTH,39,25,Non_Prime,Packing & Shipping,0
10643,NORTH,37,89,Prime,Packing & Shipping,1
10644,WEST,29,33,Prime,Website UI,1
10645,WEST,35,63,Non_Prime,Website UI,1
10646,WEST,30,59,Prime,Packing & Shipping,1
10647,WEST,34,34,Prime,Packing & Shipping,0
10648,WEST,40,19,Non_Prime,Packing & Shipping,0
10649,NORTH,37,60,Prime,Packing & Shipping,1
10650,NORTH,21,78,Non_Prime,Product Quality,1
10651,NORTH,39,93,Non_Prime,Website UI,1
10652,SOUTH,41,44,Non_Prime,Packing & Shipping,1
10653,SOUTH,41,98,Non_Prime,Packing & Shipping,1
10654,SOUTH,38,43,Prime,Product Quality,1
10655,SOUTH,39,78,Prime,Product Quality,1
10656,NORTH,19,86,Prime,Website UI,1
10657,WEST,29,54,Prime,Packing & Shipping,1
10658,NORTH,53,35,Prime,Product Quality,0
10659,WEST,33,42,Prime,Website UI,1
10660,SOUTH,33,28,Non_Prime,Packing & Shipping,0
10661,SOUTH,22,52,Non_Prime,Website UI,1
10662,SOUTH,40,39,Non_Prime,Packing & Shipping,0
10663,NORTH,57,15,Non_Prime,Packing & Shipping,0
10664,SOUTH,34,33,Prime,Packing & Shipping,0
10665,NORTH,24,33,Prime,Website UI,1
10666,SOUTH,38,48,Non_Prime,Product Quality,1
10667,SOUTH,19,45,Prime,Website UI,1
10668,NORTH,52,22,Non_Prime,Product Quality,0
10669,SOUTH,18,74,Prime,Product Quality,1
10670,SOUTH,23,95,Non_Prime,Product Quality,1
10671,SOUTH,55,40,Non_Prime,Packing & Shipping,0
10672,SOUTH,45,9,Non_Prime,Product Quality,0
10673,SOUTH,55,23,Non_Prime,Product Quality,0
10674,NORTH,23,31,Prime,Product Quality,1
10675,EAST,55,28,Prime,Product Quality,0
10676,EAST,48,18,Prime,Product Quality,0
10677,SOUTH,41,6,Prime,Product Quality,0
10678,EAST,33,47,Prime,Website UI,1
10679,WEST,56,10,Prime,Packing & Shipping,0
10680,WEST,18,83,Prime,Website UI,1
10681,SOUTH,41,19,Prime,Packing & Shipping,0
10682,NORTH,42,71,Prime,Packing & Shipping,1
10683,NORTH,49,16,Non_Prime,Website UI,0
10684,WEST,33,68,Prime,Packing & Shipping,1
10685,NORTH,41,63,Prime,Packing & Shipping,1
10686,WEST,58,5,Non_Prime,Website UI,0
10687,NORTH,39,46,Prime,Packing & Shipping,1
10688,WEST,47,6,Non_Prime,Packing & Shipping,0
10689,WEST,53,25,Non_Prime,Packing & Shipping,0
10690,SOUTH,57,12,Prime,Product Quality,0
10691,EAST,27,54,Prime,Product Quality,1
10692,SOUTH,30,93,Prime,Packing & Shipping,1
10693,NORTH,37,51,Prime,Product Quality,1
10694,WEST,30,46,Prime,Website UI,1
10695,SOUTH,55,27,Prime,Packing & Shipping,0
10696,WEST,26,99,Prime,Product Quality,1
10697,EAST,69,18,Non_Prime,Packing & Shipping,0
10698,SOUTH,23,47,Prime,Website UI,1
10699,SOUTH,22,73,Prime,Product Quality,1
10700,EAST,53,30,Non_Prime,Website UI,0
10701,EAST,40,22,Prime,Product Quality,0
10702,WEST,33,93,Prime,Packing & Shipping,1
10703,EAST,43,91,Prime,Packing & Shipping,1
10704,SOUTH,67,21,Non_Prime,Packing & Shipping,0
10705,SOUTH,35,66,Prime,Packing & Shipping,1
10706,SOUTH,38,33,Non_Prime,Product Quality,0
10707,WEST,23,63,Prime,Packing & Shipping,1
10708,NORTH,36,37,Non_Prime,Product Quality,1
10709,SOUTH,60,6,Non_Prime,Website UI,0
10710,WEST,38,32,Prime,Website UI,0
10711,NORTH,20,50,Prime,Packing & Shipping,1
10712,WEST,48,38,Non_Prime,Product Quality,0
10713,NORTH,62,7,Non_Prime,Product Quality,0
10714,WEST,57,39,Non_Prime,Packing & Shipping,0
10715,WEST,46,27,Non_Prime,Packing & Shipping,0
10716,WEST,44,6,Prime,Product Quality,0
10717,WEST,23,40,Prime,Packing & Shipping,1
10718,WEST,53,31,Prime,Product Quality,0
10719,WEST,63,27,Non_Prime,Product Quality,0
10720,WEST,55,27,Non_Prime,Packing & Shipping,0
10721,SOUTH,21,41,Prime,Product Quality,1
10722,EAST,37,51,Prime,Packing & Shipping,1
10723,SOUTH,36,39,Prime,Product Quality,1
10724,NORTH,45,5,Prime,Packing & Shipping,0
10725,NORTH,68,9,Prime,Product Quality,0
10726,SOUTH,30,65,Prime,Website UI,1
10727,WEST,40,14,Non_Prime,Website UI,0
10728,EAST,33,50,Prime,Website UI,1
10729,SOUTH,33,26,Prime,Product Quality,0
10730,WEST,31,12,Non_Prime,Product Quality,0
10731,SOUTH,62,22,Non_Prime,Website UI,0
10732,NORTH,20,43,Prime,Website UI,1
10733,SOUTH,25,45,Prime,Website UI,1
10734,WEST,55,39,Non_Prime,Product Quality,0
10735,EAST,25,74,Prime,Packing & Shipping,1
10736,NORTH,30,28,Non_Prime,Product Quality,0
10737,SOUTH,69,8,Prime,Packing & Shipping,0
10738,WEST,55,20,Non_Prime,Packing & Shipping,0
10739,NORTH,44,47,Prime,Packing & Shipping,1
10740,NORTH,26,73,Prime,Packing & Shipping,1
10741,SOUTH,35,40,Non_Prime,Product Quality,0
10742,SOUTH,64,24,Non_Prime,Product Quality,0
10743,NORTH,39,65,Prime,Product Quality,1
10744,SOUTH,44,34,Prime,Website UI,1
10745,SOUTH,61,23,Non_Prime,Product Quality,0
10746,SOUTH,46,14,Non_Prime,Product Quality,0
10747,SOUTH,28,37,Prime,Product Quality,1
10748,SOUTH,35,62,Prime,Product Quality,1
10749,NORTH,34,33,Prime,Packing & Shipping,1
10750,EAST,35,56,Prime,Website UI,1
10751,SOUTH,70,34,Non_Prime,Website UI,0
10752,SOUTH,19,51,Prime,Product Quality,1
10753,WEST,34,88,Prime,Packing & Shipping,1
10754,WEST,29,72,Prime,Packing & Shipping,1
10755,SOUTH,53,9,Non_Prime,Product Quality,0
10756,WEST,45,34,Prime,Packing & Shipping,0
10757,WEST,62,14,Prime,Product Quality,0
10758,SOUTH,65,9,Non_Prime,Packing & Shipping,0
10759,WEST,27,57,Non_Prime,Product Quality,1
10760,WEST,23,84,Prime,Packing & Shipping,1
10761,WEST,27,85,Prime,Packing & Shipping,1
10762,WEST,48,36,Non_Prime,Packing & Shipping,0
10763,WEST,30,54,Prime,Website UI,1
10764,NORTH,28,92,Prime,Product Quality,1
10765,WEST,36,19,Non_Prime,Product Quality,0
10766,NORTH,60,20,Non_Prime,Website UI,0
10767,EAST,30,52,Prime,Website UI,1
10768,WEST,38,81,Prime,Packing & Shipping,1
10769,SOUTH,20,90,Prime,Website UI,1
10770,WEST,40,34,Non_Prime,Packing & Shipping,0
10771,SOUTH,44,41,Prime,Packing & Shipping,1
10772,NORTH,68,7,Prime,Packing & Shipping,0
10773,EAST,57,25,Prime,Product Quality,0
10774,WEST,32,22,Prime,Packing & Shipping,0
10775,NORTH,35,47,Prime,Packing & Shipping,1
10776,SOUTH,28,57,Prime,Packing & Shipping,1
10777,EAST,28,36,Prime,Product Quality,1
10778,WEST,27,58,Prime,Website UI,1
10779,SOUTH,33,25,Prime,Website UI,0
10780,WEST,67,11,Prime,Website UI,0
10781,EAST,44,83,Prime,Website UI,1
10782,NORTH,56,20,Prime,Packing & Shipping,0
10783,SOUTH,53,11,Prime,Packing & Shipping,0
10784,WEST,55,40,Non_Prime,Packing & Shipping,0
10785,WEST,41,24,Non_Prime,Packing & Shipping,0
10786,NORTH,54,17,Prime,Packing & Shipping,0
10787,WEST,25,65,Non_Prime,Website UI,1
10788,NORTH,60,11,Prime,Packing & Shipping,0
10789,SOUTH,63,20,Non_Prime,Product Quality,0
10790,WEST,37,53,Non_Prime,Product Quality,1
10791,WEST,37,5,Prime,Website UI,0
10792,WEST,35,31,Non_Prime,Product Quality,0
10793,NORTH,36,53,Prime,Packing & Shipping,1
10794,SOUTH,62,25,Prime,Product Quality,0
10795,WEST,54,11,Non_Prime,Product Quality,0
10796,WEST,30,49,Prime,Website UI,1
10797,NORTH,30,12,Non_Prime,Product Quality,0
10798,SOUTH,23,99,Prime,Product Quality,1
10799,WEST,32,33,Prime,Product Quality,0
10800,EAST,49,7,Non_Prime,Product Quality,0
10801,WEST,52,16,Prime,Packing & Shipping,0
10802,NORTH,20,36,Prime,Website UI,1
10803,WEST,36,72,Prime,Product Quality,1
10804,WEST,44,31,Non_Prime,Product Quality,0
10805,SOUTH,37,66,Prime,Packing & Shipping,1
10806,WEST,61,28,Non_Prime,Product Quality,0
10807,SOUTH,24,31,Prime,Website UI,1
10808,NORTH,59,15,Non_Prime,Packing & Shipping,0
10809,EAST,26,50,Prime,Product Quality,1
10810,WEST,55,21,Prime,Website UI,0
10811,EAST,42,37,Non_Prime,Packing & Shipping,0
10812,EAST,37,7,Prime,Packing & Shipping,0
10813,WEST,54,22,Non_Prime,Product Quality,0
10814,WEST,35,35,Non_Prime,Website UI,0
10815,NORTH,67,39,Non_Prime,Website UI,0
10816,SOUTH,68,38,Prime,Product Quality,0
10817,SOUTH,35,28,Prime,Website UI,0
10818,SOUTH,37,12,Non_Prime,Product Quality,0
10819,SOUTH,35,39,Prime,Website UI,1
10820,NORTH,18,75,Prime,Product Quality,1
10821,SOUTH,34,31,Prime,Product Quality,1
10822,NORTH,37,18,Non_Prime,Product Quality,0
10823,WEST,33,17,Non_Prime,Product Quality,0
10824,WEST,61,25,Non_Prime,Product Quality,0
10825,NORTH,25,75,Prime,Product Quality,1
10826,WEST,68,22,Non_Prime,Packing & Shipping,0
10827,WEST,35,33,Prime,Product Quality,1
10828,WEST,64,29,Non_Prime,Packing & Shipping,0
10829,WEST,44,17,Prime,Product Quality,0
10830,NORTH,32,28,Prime,Packing & Shipping,0
10831,EAST,37,26,Prime,Website UI,0
10832,NORTH,42,49,Prime,Packing & Shipping,1
10833,NORTH,65,27,Non_Prime,Packing & Shipping,0
10834,SOUTH,36,28,Prime,Product Quality,0
10835,SOUTH,53,26,Non_Prime,Packing & Shipping,0
10836,SOUTH,54,30,Prime,Product Quality,0
10837,WEST,35,28,Non_Prime,Product Quality,0
10838,SOUTH,38,44,Prime,Packing & Shipping,1
10839,WEST,61,6,Non_Prime,Website UI,0
10840,WEST,53,21,Non_Prime,Website UI,0
10841,NORTH,26,61,Non_Prime,Website UI,1
10842,EAST,45,6,Prime,Packing & Shipping,0
10843,EAST,36,99,Prime,Website UI,1
10844,WEST,61,6,Non_Prime,Packing & Shipping,0
10845,WEST,55,27,Prime,Product Quality,0
10846,EAST,33,95,Prime,Packing & Shipping,1
10847,WEST,43,19,Prime,Packing & Shipping,0
10848,NORTH,39,35,Prime,Website UI,1
